loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,loan_status,term_int,grade_int,emp_length_int,home_ownership_int,verification_status_int,purpose_int,income_tax
20000, 36 months,9.17,637.58,B,8 years,MORTGAGE,94000.0,Source Verified,debt_consolidation,26.68,0.0,Charged Off,0,1,8,0,1,1,7050.0
25000, 36 months,9.67,802.82,B,9 years,RENT,168000.0,Source Verified,debt_consolidation,16.41,0.0,Fully Paid,0,1,9,2,1,1,12600.0
2300, 36 months,22.9,88.92,E,8 years,MORTGAGE,65000.0,Not Verified,debt_consolidation,19.2,0.0,Fully Paid,0,4,8,0,2,1,0.0
20000, 36 months,23.99,784.56,E,1 year,RENT,100000.0,Source Verified,debt_consolidation,20.96,0.0,Fully Paid,0,4,1,2,1,1,7500.0
17950, 36 months,12.49,600.41,B,4 years,RENT,65000.0,Not Verified,debt_consolidation,12.7,0.0,Fully Paid,0,1,4,2,2,1,0.0
4150, 36 months,18.39,150.85,E,10+ years,MORTGAGE,62000.0,Source Verified,debt_consolidation,4.06,1.0,Fully Paid,0,4,10,0,1,1,0.0
10000, 36 months,13.99,341.73,C,10+ years,MORTGAGE,120000.0,Source Verified,other,9.83,0.0,Charged Off,0,2,10,0,1,0,9000.0
16000, 36 months,6.39,489.59,A,< 1 year,RENT,55000.0,Source Verified,credit_card,23.53,0.0,Fully Paid,0,0,0,2,1,3,0.0
8800, 36 months,8.99,279.8,B,3 years,MORTGAGE,90000.0,Source Verified,debt_consolidation,13.27,0.0,Fully Paid,0,1,3,0,1,1,6750.0
10000, 60 months,12.61,225.54,C,9 years,RENT,48000.0,Not Verified,debt_consolidation,21.2,0.0,Current,1,2,9,2,2,1,0.0
6500, 36 months,6.67,199.73,A,5 years,MORTGAGE,95000.0,Source Verified,credit_card,11.04,0.0,Current,0,0,5,0,1,3,7125.0
20000, 36 months,10.91,653.93,B,4 years,RENT,80000.0,Source Verified,debt_consolidation,32.29,1.0,Current,0,1,4,2,1,1,6000.0
10800, 36 months,15.05,374.66,C,5 years,RENT,31200.0,Source Verified,debt_consolidation,31.46,0.0,Current,0,2,5,2,1,1,0.0
13500, 60 months,18.25,344.65,E,5 years,RENT,71000.0,Source Verified,moving,6.03,1.0,In Grace Period,1,4,5,2,1,10,5325.0
35000, 60 months,10.42,750.91,B,10+ years,MORTGAGE,160000.0,Source Verified,home_improvement,14.99,2.0,Current,1,1,10,0,1,2,12000.0
24000, 36 months,7.39,745.34,A,< 1 year,OWN,97000.0,Source Verified,home_improvement,10.23,0.0,Fully Paid,0,0,0,1,1,2,7275.0
24650, 36 months,14.65,850.29,C,10+ years,RENT,76000.0,Verified,debt_consolidation,23.95,1.0,Fully Paid,0,2,10,2,0,1,5700.0
6000, 36 months,13.11,202.49,B,1 year,OWN,25000.0,Source Verified,debt_consolidation,8.4,0.0,Fully Paid,0,1,1,1,1,1,0.0
18000, 36 months,10.25,407.24,B,10+ years,RENT,66000.0,Verified,credit_card,10.67,0.0,Fully Paid,0,1,10,2,0,3,4950.0
7000, 36 months,11.44,230.64,B,1 year,RENT,34000.0,Source Verified,other,16.59,0.0,Late (31-120 days),0,1,1,2,1,0,0.0
10000, 60 months,13.06,227.84,C,3 years,RENT,80000.0,Not Verified,debt_consolidation,15.5,0.0,Fully Paid,1,2,3,2,2,1,6000.0
11000, 60 months,10.99,239.12,B,10+ years,OWN,80000.0,Not Verified,debt_consolidation,24.98,0.0,Fully Paid,1,1,10,1,2,1,6000.0
30000, 60 months,17.47,753.18,D,10+ years,MORTGAGE,139000.0,Verified,credit_card,10.08,1.0,Current,1,3,10,0,0,3,10425.0
12000, 36 months,6.03,365.23,A,10+ years,RENT,75000.0,Not Verified,debt_consolidation,19.49,0.0,Fully Paid,0,0,10,2,2,1,5625.0
12000, 36 months,8.49,378.76,B,,MORTGAGE,54000.0,Verified,credit_card,22.73,1.0,Fully Paid,0,1,-1,0,0,3,0.0
20000, 36 months,14.08,684.33,C,3 years,RENT,62000.0,Not Verified,debt_consolidation,36.12,0.0,Late (31-120 days),0,2,3,2,2,1,0.0
10000, 60 months,18.55,256.94,E,5 years,MORTGAGE,60000.0,Not Verified,home_improvement,21.0,0.0,Fully Paid,1,4,5,0,2,2,0.0
13600, 60 months,9.17,283.44,B,5 years,RENT,53000.0,Not Verified,credit_card,20.81,0.0,Fully Paid,1,1,5,2,2,3,0.0
35000, 36 months,11.99,1162.34,B,5 years,MORTGAGE,140000.0,Verified,debt_consolidation,16.78,0.0,Fully Paid,0,1,5,0,0,1,10500.0
13200, 36 months,11.44,434.91,B,10+ years,OWN,57000.0,Not Verified,home_improvement,23.45,0.0,Fully Paid,0,1,10,1,2,2,0.0
30350, 60 months,14.33,711.4,C,5 years,MORTGAGE,80000.0,Verified,debt_consolidation,17.56,0.0,Fully Paid,1,2,5,0,0,1,6000.0
5000, 36 months,15.61,174.83,D,10+ years,RENT,50000.0,Verified,other,36.22,1.0,Fully Paid,0,3,10,2,0,0,0.0
10000, 36 months,8.49,315.63,B,9 years,RENT,36000.0,Source Verified,credit_card,28.05,0.0,Fully Paid,0,1,9,2,1,3,0.0
12000, 60 months,14.64,283.22,C,10+ years,RENT,60000.0,Source Verified,credit_card,23.4,0.0,Charged Off,1,2,10,2,1,3,0.0
5000, 36 months,9.93,161.18,B,7 years,RENT,41000.0,Not Verified,debt_consolidation,24.06,0.0,Fully Paid,0,1,7,2,2,1,0.0
5000, 36 months,11.49,164.86,B,1 year,RENT,40000.0,Verified,credit_card,9.0,7.0,Current,0,1,1,2,0,3,0.0
25000, 60 months,16.55,615.29,D,1 year,MORTGAGE,68000.0,Source Verified,debt_consolidation,33.34,0.0,Charged Off,1,3,1,0,1,1,5100.0
5000, 36 months,11.98,166.03,B,1 year,RENT,62000.0,Not Verified,credit_card,37.94,1.0,Current,0,1,1,2,2,3,0.0
14400, 36 months,12.88,484.37,C,10+ years,RENT,72000.0,Not Verified,debt_consolidation,35.46,0.0,Fully Paid,0,2,10,2,2,1,5400.0
35000, 60 months,20.31,933.34,D,5 years,MORTGAGE,110000.0,Verified,debt_consolidation,20.45,0.0,Fully Paid,1,3,5,0,0,1,8250.0
19000, 36 months,22.74,732.92,E,10+ years,MORTGAGE,86000.0,Source Verified,debt_consolidation,26.07,0.0,Fully Paid,0,4,10,0,1,1,6450.0
28000, 60 months,15.59,674.83,D,8 years,RENT,105000.0,Source Verified,debt_consolidation,32.3,0.0,Charged Off,1,3,8,2,1,1,7875.0
1450, 36 months,7.26,44.95,A,7 years,RENT,49500.0,Not Verified,credit_card,33.02,0.0,Fully Paid,0,0,7,2,2,3,0.0
6500, 36 months,12.12,216.27,B,1 year,RENT,60000.0,Not Verified,other,7.04,0.0,Fully Paid,0,1,1,2,2,0,0.0
2475, 36 months,20.99,93.24,E,10+ years,MORTGAGE,44000.0,Not Verified,other,25.29,1.0,Fully Paid,0,4,10,0,2,0,0.0
25000, 36 months,7.39,776.4,A,10+ years,MORTGAGE,93400.0,Source Verified,credit_card,20.25,0.0,Fully Paid,0,0,10,0,1,3,7005.0
10000, 36 months,16.55,354.3,D,4 years,MORTGAGE,55000.0,Source Verified,debt_consolidation,28.41,0.0,Fully Paid,0,3,4,0,1,1,0.0
35000, 60 months,22.9,984.66,E,3 years,MORTGAGE,127000.0,Verified,debt_consolidation,23.33,0.0,Charged Off,1,4,3,0,0,1,9525.0
40000, 60 months,13.06,911.36,C,5 years,MORTGAGE,140000.0,Source Verified,home_improvement,10.89,0.0,Current,1,2,5,0,1,2,10500.0
10600, 60 months,15.31,253.91,C,9 years,MORTGAGE,43000.0,Source Verified,debt_consolidation,20.53,0.0,Charged Off,1,2,9,0,1,1,0.0
35000, 60 months,17.97,888.2,D,10+ years,MORTGAGE,91284.0,Source Verified,debt_consolidation,27.19,0.0,Charged Off,1,3,10,0,1,1,6846.3
12000, 36 months,10.42,389.58,B,2 years,RENT,50000.0,Source Verified,credit_card,11.69,1.0,Fully Paid,0,1,2,2,1,3,0.0
15000, 60 months,10.78,324.5,B,9 years,MORTGAGE,107000.0,Not Verified,home_improvement,5.91,0.0,Current,1,1,9,0,2,2,8025.0
6000, 36 months,13.06,202.34,C,< 1 year,RENT,30000.0,Source Verified,debt_consolidation,2.6,0.0,Current,0,2,0,2,1,1,0.0
16000, 36 months,7.9,500.65,A,2 years,MORTGAGE,120000.0,Source Verified,debt_consolidation,10.4,0.0,Fully Paid,0,0,2,0,1,1,9000.0
5525, 36 months,13.49,187.47,C,,OWN,14572.0,Verified,debt_consolidation,15.07,0.0,Current,0,2,-1,1,0,1,0.0
7200, 36 months,11.31,236.78,B,10+ years,MORTGAGE,65000.0,Source Verified,debt_consolidation,23.37,0.0,Current,0,1,10,0,1,1,0.0
40000, 36 months,8.46,1261.97,A,10+ years,MORTGAGE,120000.0,Source Verified,debt_consolidation,8.15,0.0,Current,0,0,10,0,1,1,9000.0
25500, 60 months,20.49,682.57,E,9 years,OWN,125000.0,Source Verified,debt_consolidation,13.46,1.0,Charged Off,1,4,9,1,1,1,9375.0
16000, 36 months,8.24,503.16,B,10+ years,MORTGAGE,100000.0,Not Verified,credit_card,6.78,0.0,Current,0,1,10,0,2,3,7500.0
14000, 36 months,8.49,441.89,B,9 years,MORTGAGE,75000.0,Not Verified,debt_consolidation,12.48,0.0,Charged Off,0,1,9,0,2,1,5625.0
12000, 60 months,27.27,368.37,E,9 years,RENT,56000.0,Not Verified,debt_consolidation,33.18,0.0,Current,1,4,9,2,2,1,0.0
10000, 36 months,7.26,309.97,A,2 years,RENT,65000.0,Source Verified,debt_consolidation,15.47,0.0,Fully Paid,0,0,2,2,1,1,0.0
1000, 36 months,14.91,34.63,D,,RENT,24000.0,Not Verified,vacation,6.6,0.0,Fully Paid,0,3,-1,2,2,8,0.0
14000, 60 months,13.67,323.37,C,2 years,MORTGAGE,75000.0,Verified,credit_card,12.62,0.0,Fully Paid,1,2,2,0,0,3,5625.0
6000, 36 months,8.24,188.69,B,,RENT,70000.0,Not Verified,credit_card,22.73,0.0,Current,0,1,-1,2,2,3,5250.0
15000, 60 months,30.94,494.0,G,8 years,MORTGAGE,52000.0,Verified,debt_consolidation,34.36,0.0,Current,1,6,8,0,0,1,0.0
15000, 36 months,13.49,508.96,C,7 years,OWN,95000.0,Source Verified,debt_consolidation,18.61,0.0,Current,0,2,7,1,1,1,7125.0
14000, 36 months,5.32,421.61,A,8 years,OWN,83000.0,Not Verified,debt_consolidation,25.22,0.0,Fully Paid,0,0,8,1,2,1,6225.0
28000, 36 months,11.22,919.61,B,10+ years,MORTGAGE,79047.0,Not Verified,credit_card,34.11,0.0,Fully Paid,0,1,10,0,2,3,5928.525
12800, 36 months,13.18,432.4,C,10+ years,MORTGAGE,98000.0,Verified,credit_card,18.82,0.0,Charged Off,0,2,10,0,0,3,7350.0
12000, 36 months,21.45,454.88,D,< 1 year,RENT,40000.0,Verified,debt_consolidation,14.34,0.0,Fully Paid,0,3,0,2,0,1,0.0
20675, 36 months,18.25,750.05,E,10+ years,RENT,90000.0,Verified,debt_consolidation,14.1,0.0,Fully Paid,0,4,10,2,0,1,6750.0
21075, 36 months,17.27,754.22,D,10+ years,RENT,50224.0,Verified,credit_card,28.17,0.0,Fully Paid,0,3,10,2,0,3,0.0
35000, 60 months,12.74,791.71,C,10+ years,MORTGAGE,129000.0,Not Verified,home_improvement,16.57,0.0,Charged Off,1,2,10,0,2,2,9675.0
35000, 36 months,13.67,1190.62,C,10+ years,MORTGAGE,160000.0,Source Verified,debt_consolidation,11.84,1.0,Fully Paid,0,2,10,0,1,1,12000.0
13000, 36 months,11.99,431.73,C,3 years,RENT,38000.0,Not Verified,debt_consolidation,36.29,1.0,Fully Paid,0,2,3,2,2,1,0.0
11975, 60 months,25.83,357.34,G,10+ years,RENT,59000.0,Verified,debt_consolidation,21.89,0.0,Charged Off,1,6,10,2,0,1,0.0
23000, 36 months,6.71,707.13,A,< 1 year,MORTGAGE,92000.0,Verified,credit_card,14.18,0.0,Current,0,0,0,0,0,3,6900.0
13000, 36 months,9.71,417.71,B,10+ years,OWN,36887.0,Not Verified,credit_card,15.58,0.0,Fully Paid,0,1,10,1,2,3,0.0
9000, 36 months,10.47,292.4,B,10+ years,MORTGAGE,38000.0,Not Verified,credit_card,29.25,2.0,Current,0,1,10,0,2,3,0.0
5000, 36 months,12.29,166.77,C,10+ years,RENT,23000.0,Verified,debt_consolidation,28.6,0.0,Fully Paid,0,2,10,2,0,1,0.0
30000, 60 months,18.99,778.06,D,9 years,RENT,120000.0,Not Verified,debt_consolidation,24.38,1.0,Charged Off,1,3,9,2,2,1,9000.0
40000, 36 months,9.44,1280.2,B,8 years,OWN,108000.0,Not Verified,other,6.38,0.0,Fully Paid,0,1,8,1,2,0,8100.0
30000, 36 months,14.64,1034.68,C,10+ years,MORTGAGE,94000.0,Verified,debt_consolidation,19.83,8.0,Fully Paid,0,2,10,0,0,1,7050.0
11200, 60 months,25.49,331.97,E,7 years,OWN,40000.0,Source Verified,debt_consolidation,23.85,0.0,Current,1,4,7,1,1,1,0.0
14175, 60 months,14.31,332.12,C,,RENT,75000.0,Source Verified,debt_consolidation,6.83,0.0,Fully Paid,1,2,-1,2,1,1,5625.0
10000, 36 months,9.17,318.79,B,8 years,MORTGAGE,68900.0,Source Verified,credit_card,14.02,1.0,Fully Paid,0,1,8,0,1,3,5167.5
13000, 36 months,6.83,400.4,A,10+ years,RENT,55000.0,Not Verified,debt_consolidation,30.22,0.0,Current,0,0,10,2,2,1,0.0
6000, 36 months,6.08,182.75,A,10+ years,RENT,95000.0,Not Verified,major_purchase,8.18,0.0,Fully Paid,0,0,10,2,2,7,7125.0
11200, 60 months,24.84,327.69,E,2 years,RENT,43000.0,Not Verified,debt_consolidation,30.11,0.0,Current,1,4,2,2,2,1,0.0
11475, 36 months,16.29,405.08,D,6 years,RENT,60000.0,Not Verified,debt_consolidation,15.82,0.0,Fully Paid,0,3,6,2,2,1,0.0
15000, 36 months,14.47,516.1,C,,OWN,25932.0,Verified,debt_consolidation,28.46,0.0,Current,0,2,-1,1,0,1,0.0
6000, 36 months,11.53,197.95,B,9 years,OWN,60000.0,Source Verified,vacation,21.76,0.0,Fully Paid,0,1,9,1,1,8,0.0
9000, 36 months,13.33,304.68,C,10+ years,RENT,72500.0,Source Verified,credit_card,23.26,0.0,Fully Paid,0,2,10,2,1,3,5437.5
17000, 36 months,14.08,581.69,C,8 years,OWN,80000.0,Source Verified,debt_consolidation,24.72,0.0,Charged Off,0,2,8,1,1,1,6000.0
33000, 36 months,6.83,1016.39,A,3 years,MORTGAGE,230000.0,Source Verified,credit_card,16.66,0.0,Current,0,0,3,0,1,3,17250.0
8000, 36 months,8.49,252.51,B,10+ years,OWN,45000.0,Source Verified,debt_consolidation,22.29,5.0,Fully Paid,0,1,10,1,1,1,0.0
10500, 36 months,7.89,328.5,A,4 years,RENT,51000.0,Verified,debt_consolidation,17.84,0.0,Fully Paid,0,0,4,2,0,1,0.0
20500, 60 months,16.99,509.37,D,1 year,RENT,41000.0,Source Verified,debt_consolidation,26.08,0.0,Fully Paid,1,3,1,2,1,1,0.0
18000, 36 months,16.49,637.19,D,10+ years,MORTGAGE,79000.0,Source Verified,other,25.72,0.0,Fully Paid,0,3,10,0,1,0,5925.0
5000, 36 months,6.99,154.37,A,10+ years,OWN,45000.0,Not Verified,medical,4.72,0.0,Fully Paid,0,0,10,1,2,6,0.0
14200, 36 months,9.99,458.13,B,2 years,RENT,52000.0,Not Verified,debt_consolidation,28.57,0.0,Fully Paid,0,1,2,2,2,1,0.0
15000, 36 months,7.12,463.98,A,10+ years,MORTGAGE,160000.0,Verified,other,5.52,0.0,Fully Paid,0,0,10,0,0,0,12000.0
2000, 36 months,7.89,62.58,A,10+ years,OWN,80000.0,Verified,debt_consolidation,9.59,0.0,Fully Paid,0,0,10,1,0,1,6000.0
20000, 36 months,7.35,620.75,A,10+ years,RENT,75000.0,Source Verified,small_business,24.26,0.0,Charged Off,0,0,10,2,1,5,5625.0
15000, 36 months,9.76,482.32,B,10+ years,MORTGAGE,130000.0,Not Verified,debt_consolidation,18.91,1.0,Fully Paid,0,1,10,0,2,1,9750.0
15000, 36 months,8.19,471.37,A,10+ years,MORTGAGE,155000.0,Not Verified,debt_consolidation,18.88,0.0,Current,0,0,10,0,2,1,11625.0
20000, 60 months,14.07,466.1,C,1 year,MORTGAGE,57456.0,Verified,debt_consolidation,28.15,0.0,Current,1,2,1,0,0,1,0.0
13550, 60 months,14.46,318.53,C,,RENT,50000.0,Not Verified,other,34.21,0.0,Fully Paid,1,2,-1,2,2,0,0.0
27200, 60 months,10.42,583.56,B,4 years,MORTGAGE,120000.0,Source Verified,debt_consolidation,26.21,0.0,Current,1,1,4,0,1,1,9000.0
5000, 36 months,10.42,162.33,B,1 year,RENT,105000.0,Not Verified,medical,19.4,1.0,Fully Paid,0,1,1,2,2,6,7875.0
20000, 60 months,25.89,597.51,G,8 years,OWN,150000.0,Verified,debt_consolidation,7.7,1.0,Fully Paid,1,6,8,1,0,1,11250.0
8500, 36 months,18.85,310.94,D,10+ years,MORTGAGE,70000.0,Verified,debt_consolidation,31.58,0.0,Charged Off,0,3,10,0,0,1,5250.0
5600, 36 months,11.49,184.64,B,2 years,MORTGAGE,75000.0,Source Verified,other,17.12,0.0,Charged Off,0,1,2,0,1,0,5625.0
10000, 36 months,13.58,339.74,C,3 years,RENT,73000.0,Not Verified,debt_consolidation,31.49,0.0,In Grace Period,0,2,3,2,2,1,5475.0
21000, 60 months,19.48,550.32,E,4 years,MORTGAGE,65000.0,Not Verified,debt_consolidation,28.73,0.0,Charged Off,1,4,4,0,2,1,0.0
25000, 60 months,10.08,532.17,B,10+ years,MORTGAGE,65000.0,Source Verified,debt_consolidation,19.61,0.0,Current,1,1,10,0,1,1,0.0
35000, 60 months,18.55,899.28,E,10+ years,MORTGAGE,72546.56,Source Verified,other,25.44,1.0,Fully Paid,1,4,10,0,1,0,5440.991999999999
6025, 36 months,16.14,212.24,C,7 years,OWN,25000.0,Not Verified,credit_card,23.33,1.0,Current,0,2,7,1,2,3,0.0
14000, 36 months,11.98,464.87,B,1 year,RENT,115000.0,Source Verified,credit_card,7.03,2.0,Current,0,1,1,2,1,3,8625.0
7200, 36 months,7.07,222.55,A,3 years,RENT,55000.0,Not Verified,debt_consolidation,26.99,0.0,Current,0,0,3,2,2,1,0.0
29900, 36 months,17.97,1080.51,D,< 1 year,RENT,68000.0,Verified,debt_consolidation,27.85,1.0,Charged Off,0,3,0,2,0,1,5100.0
20000, 36 months,17.27,715.75,C,10+ years,OWN,60000.0,Verified,credit_card,23.84,1.0,Fully Paid,0,2,10,1,0,3,0.0
19275, 36 months,16.99,687.12,D,6 years,MORTGAGE,60000.0,Not Verified,debt_consolidation,5.22,2.0,Charged Off,0,3,6,0,2,1,0.0
8400, 36 months,22.39,322.5,E,1 year,RENT,35000.0,Verified,car,6.65,0.0,Charged Off,0,4,1,2,0,4,0.0
7200, 36 months,10.99,235.69,B,1 year,MORTGAGE,104734.0,Source Verified,debt_consolidation,10.9,0.0,Fully Paid,0,1,1,0,1,1,7855.05
9000, 36 months,6.97,277.78,A,4 years,MORTGAGE,60000.0,Not Verified,credit_card,16.33,0.0,Fully Paid,0,0,4,0,2,3,0.0
27000, 60 months,6.11,523.37,A,< 1 year,MORTGAGE,90000.0,Not Verified,debt_consolidation,9.73,0.0,Current,1,0,0,0,2,1,6750.0
13000, 60 months,15.02,309.41,C,6 years,RENT,44500.0,Not Verified,debt_consolidation,15.67,0.0,Current,1,2,6,2,2,1,0.0
15000, 36 months,10.41,486.91,B,3 years,MORTGAGE,52100.0,Source Verified,debt_consolidation,35.84,0.0,Fully Paid,0,1,3,0,1,1,0.0
28000, 60 months,10.42,600.73,B,< 1 year,MORTGAGE,52000.0,Verified,credit_card,41.26,0.0,Current,1,1,0,0,0,3,0.0
15000, 60 months,24.84,438.87,E,10+ years,MORTGAGE,51000.0,Verified,other,24.0,0.0,Current,1,4,10,0,0,0,0.0
12000, 36 months,9.76,385.86,B,10+ years,OWN,125000.0,Source Verified,credit_card,29.26,1.0,Fully Paid,0,1,10,1,1,3,9375.0
10000, 60 months,9.17,208.41,B,8 years,MORTGAGE,68000.0,Not Verified,home_improvement,34.17,0.0,Fully Paid,1,1,8,0,2,2,5100.0
10000, 36 months,11.39,329.24,B,10+ years,RENT,52000.0,Not Verified,debt_consolidation,5.7,0.0,Current,0,1,10,2,2,1,0.0
5000, 36 months,9.17,159.4,B,,MORTGAGE,86400.0,Source Verified,debt_consolidation,12.65,0.0,Fully Paid,0,1,-1,0,1,1,6480.0
3000, 36 months,15.99,105.46,C,10+ years,RENT,96600.0,Verified,renewable_energy,25.07,0.0,Charged Off,0,2,10,2,0,13,7245.0
12000, 36 months,11.22,394.12,B,,RENT,68000.0,Source Verified,debt_consolidation,14.4,0.0,Fully Paid,0,1,-1,2,1,1,5100.0
15000, 36 months,16.29,529.51,C,4 years,MORTGAGE,70000.0,Verified,credit_card,29.01,0.0,Fully Paid,0,2,4,0,0,3,5250.0
5000, 36 months,7.21,154.87,A,10+ years,OWN,27000.0,Source Verified,credit_card,14.8,0.0,Current,0,0,10,1,1,3,0.0
19950, 60 months,19.24,520.16,E,2 years,MORTGAGE,40000.0,Not Verified,debt_consolidation,28.41,0.0,Current,1,4,2,0,2,1,0.0
35000, 60 months,10.99,760.82,B,,MORTGAGE,111872.88,Source Verified,debt_consolidation,21.13,0.0,Fully Paid,1,1,-1,0,1,1,8390.466
4600, 36 months,7.97,144.09,A,1 year,MORTGAGE,70000.0,Not Verified,credit_card,19.53,0.0,Current,0,0,1,0,2,3,5250.0
30000, 36 months,24.85,1190.42,E,10+ years,MORTGAGE,80000.0,Verified,debt_consolidation,10.56,0.0,Fully Paid,0,4,10,0,0,1,6000.0
25000, 36 months,11.98,830.12,B,3 years,RENT,72000.0,Source Verified,debt_consolidation,28.08,0.0,Current,0,1,3,2,1,1,5400.0
16000, 60 months,14.85,379.39,C,3 years,RENT,65000.0,Not Verified,debt_consolidation,35.82,0.0,Charged Off,1,2,3,2,2,1,0.0
5875, 36 months,13.33,198.89,C,10+ years,MORTGAGE,34000.0,Not Verified,home_improvement,24.32,0.0,Fully Paid,0,2,10,0,2,2,0.0
2000, 36 months,10.49,65.0,B,1 year,RENT,60000.0,Source Verified,other,8.37,0.0,Current,0,1,1,2,1,0,0.0
40000, 60 months,15.02,952.02,C,10+ years,MORTGAGE,74000.0,Verified,debt_consolidation,31.88,0.0,Current,1,2,10,0,0,1,5550.0
24000, 36 months,12.29,800.48,C,3 years,RENT,66000.0,Verified,debt_consolidation,27.84,0.0,Fully Paid,0,2,3,2,0,1,4950.0
8500, 36 months,10.42,275.96,B,2 years,RENT,43000.0,Source Verified,debt_consolidation,2.37,0.0,Current,0,1,2,2,1,1,0.0
33500, 36 months,14.99,1161.13,C,10+ years,RENT,110000.0,Not Verified,debt_consolidation,18.86,0.0,Fully Paid,0,2,10,2,2,1,8250.0
10000, 36 months,16.02,351.67,C,10+ years,RENT,48000.0,Source Verified,debt_consolidation,33.63,4.0,Current,0,2,10,2,1,1,0.0
20000, 36 months,8.18,628.39,B,4 years,MORTGAGE,80000.0,Source Verified,debt_consolidation,28.38,1.0,Fully Paid,0,1,4,0,1,1,6000.0
15000, 36 months,7.39,465.84,A,8 years,OWN,52000.0,Source Verified,credit_card,13.45,0.0,Current,0,0,8,1,1,3,0.0
28000, 60 months,21.85,770.95,D,,MORTGAGE,0.0,Not Verified,home_improvement,,0.0,Current,1,3,-1,0,2,2,0.0
20000, 36 months,10.9,653.83,B,3 years,RENT,77500.0,Not Verified,debt_consolidation,20.7,0.0,Current,0,1,3,2,2,1,5812.5
40000, 60 months,9.93,848.51,B,10+ years,MORTGAGE,120000.0,Source Verified,home_improvement,12.11,0.0,Current,1,1,10,0,1,2,9000.0
14000, 36 months,7.89,438.0,A,,RENT,30000.0,Verified,credit_card,25.61,0.0,Charged Off,0,0,-1,2,0,3,0.0
8000, 36 months,9.99,258.1,B,4 years,MORTGAGE,34000.0,Source Verified,credit_card,24.18,0.0,Fully Paid,0,1,4,0,1,3,0.0
6000, 36 months,12.99,202.14,C,9 years,RENT,55000.0,Source Verified,debt_consolidation,27.34,1.0,Fully Paid,0,2,9,2,1,1,0.0
5575, 36 months,27.27,228.41,E,8 years,MORTGAGE,34000.0,Source Verified,debt_consolidation,30.32,0.0,Current,0,4,8,0,1,1,0.0
10000, 36 months,7.39,310.56,A,3 years,RENT,80000.0,Source Verified,debt_consolidation,7.44,0.0,Fully Paid,0,0,3,2,1,1,6000.0
5000, 36 months,14.64,172.45,C,2 years,RENT,38500.0,Not Verified,debt_consolidation,21.79,0.0,Charged Off,0,2,2,2,2,1,0.0
24000, 36 months,5.32,722.76,A,10+ years,RENT,112000.0,Not Verified,debt_consolidation,15.34,0.0,Current,0,0,10,2,2,1,8400.0
20000, 60 months,30.84,657.43,G,10+ years,MORTGAGE,85000.0,Source Verified,debt_consolidation,11.44,0.0,Charged Off,1,6,10,0,1,1,6375.0
20000, 60 months,13.33,458.45,C,10+ years,MORTGAGE,48000.0,Not Verified,debt_consolidation,17.73,0.0,Fully Paid,1,2,10,0,2,1,0.0
10450, 36 months,12.99,352.06,B,5 years,MORTGAGE,52000.0,Not Verified,credit_card,15.37,0.0,Fully Paid,0,1,5,0,2,3,0.0
14000, 60 months,12.74,316.69,C,10+ years,MORTGAGE,63000.0,Verified,credit_card,21.94,1.0,Current,1,2,10,0,0,3,0.0
8000, 36 months,6.08,243.67,A,3 years,RENT,50000.0,Not Verified,credit_card,18.7,0.0,Current,0,0,3,2,2,3,0.0
28000, 60 months,8.39,572.98,B,9 years,MORTGAGE,80000.0,Not Verified,credit_card,24.06,0.0,Fully Paid,1,1,9,0,2,3,6000.0
7000, 36 months,6.03,213.05,A,,RENT,33000.0,Verified,debt_consolidation,6.55,0.0,Fully Paid,0,0,-1,2,0,1,0.0
10000, 60 months,13.18,228.46,C,4 years,MORTGAGE,42100.0,Source Verified,debt_consolidation,22.52,0.0,Current,1,2,4,0,1,1,0.0
9200, 36 months,8.46,290.26,A,10+ years,RENT,53000.0,Not Verified,debt_consolidation,31.05,0.0,Current,0,0,10,2,2,1,0.0
40000, 36 months,6.11,1218.88,A,2 years,RENT,200000.0,Not Verified,credit_card,9.73,0.0,Current,0,0,2,2,2,3,15000.0
20000, 36 months,14.99,693.21,C,6 years,RENT,70312.5,Verified,debt_consolidation,19.29,0.0,Charged Off,0,2,6,2,0,1,5273.4375
12000, 36 months,12.29,400.24,C,< 1 year,OWN,55000.0,Source Verified,debt_consolidation,23.45,0.0,Charged Off,0,2,0,1,1,1,0.0
12000, 60 months,15.61,289.34,D,2 years,RENT,45300.0,Source Verified,debt_consolidation,37.3,0.0,Fully Paid,1,3,2,2,1,1,0.0
13000, 36 months,12.29,433.59,C,1 year,RENT,56680.0,Not Verified,credit_card,34.74,0.0,Fully Paid,0,2,1,2,2,3,0.0
14675, 36 months,17.27,525.18,C,2 years,RENT,60000.0,Not Verified,home_improvement,17.86,0.0,Fully Paid,0,2,2,2,2,2,0.0
5600, 36 months,10.75,182.68,B,10+ years,MORTGAGE,120000.0,Not Verified,car,18.96,0.0,Fully Paid,0,1,10,0,2,4,9000.0
28000, 60 months,12.74,633.37,C,10+ years,MORTGAGE,180000.0,Not Verified,credit_card,8.67,1.0,Current,1,2,10,0,2,3,13500.0
30225, 60 months,20.99,817.52,E,5 years,RENT,80000.0,Verified,debt_consolidation,27.45,0.0,Charged Off,1,4,5,2,0,1,6000.0
