loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,loan_status,term_int,grade_int,emp_length_int,home_ownership_int,verification_status_int,purpose_int,income_tax
12000, 60 months,26.49,362.78,F,3 years,MORTGAGE,40000.0,Source Verified,debt_consolidation,9.36,0.0,Current,1,5,3,0,1,1,0.0
15000, 36 months,8.6,474.21,A,10+ years,MORTGAGE,42000.0,Source Verified,debt_consolidation,34.77,0.0,Charged Off,0,0,10,0,1,1,0.0
20000, 36 months,15.61,699.3,D,10+ years,RENT,102000.0,Verified,credit_card,8.84,0.0,Fully Paid,0,3,10,2,0,3,7650.0
20000, 60 months,13.56,460.82,C,7 years,RENT,70000.0,Verified,credit_card,39.55,0.0,Current,1,2,7,2,0,3,5250.0
18000, 60 months,25.82,537.02,E,1 year,RENT,40000.0,Verified,debt_consolidation,27.69,0.0,Charged Off,1,4,1,2,0,1,0.0
14925, 36 months,15.31,519.65,C,1 year,MORTGAGE,54000.0,Verified,home_improvement,28.4,0.0,Charged Off,0,2,1,0,0,2,0.0
10350, 36 months,9.8,333.0,B,3 years,MORTGAGE,30500.0,Not Verified,debt_consolidation,28.57,0.0,Fully Paid,0,1,3,0,2,1,0.0
6000, 36 months,21.45,227.44,D,< 1 year,MORTGAGE,12000.0,Not Verified,credit_card,68.8,2.0,Current,0,3,0,0,2,3,0.0
12975, 36 months,17.27,464.34,D,2 years,RENT,210000.0,Source Verified,other,12.26,0.0,Current,0,3,2,2,1,0,15750.0
2000, 36 months,15.31,69.64,C,2 years,OWN,28500.0,Not Verified,home_improvement,9.01,0.0,Charged Off,0,2,2,1,2,2,0.0
7600, 36 months,9.17,242.28,B,10+ years,MORTGAGE,44000.0,Not Verified,credit_card,20.24,0.0,Fully Paid,0,1,10,0,2,3,0.0
20000, 60 months,9.17,416.82,B,< 1 year,MORTGAGE,42000.0,Source Verified,credit_card,24.11,0.0,Fully Paid,1,1,0,0,1,3,0.0
12000, 60 months,9.44,251.68,B,10+ years,MORTGAGE,65000.0,Not Verified,home_improvement,1.79,0.0,Current,1,1,10,0,2,2,0.0
20000, 36 months,8.59,632.19,A,4 years,MORTGAGE,138500.0,Source Verified,debt_consolidation,17.55,0.0,Fully Paid,0,0,4,0,1,1,10387.5
25000, 60 months,9.76,528.23,B,10+ years,OWN,75000.0,Not Verified,debt_consolidation,27.58,1.0,Current,1,1,10,1,2,1,5625.0
33000, 60 months,21.0,892.77,E,5 years,RENT,98000.0,Source Verified,debt_consolidation,18.05,0.0,Charged Off,1,4,5,2,1,1,7350.0
16000, 60 months,11.99,355.84,C,10+ years,OWN,38000.0,Not Verified,credit_card,24.61,0.0,Current,1,2,10,1,2,3,0.0
9000, 36 months,12.62,301.61,C,,RENT,65000.0,Not Verified,debt_consolidation,21.2,0.0,Current,0,2,-1,2,2,1,0.0
25000, 36 months,10.91,817.41,B,3 years,MORTGAGE,75000.0,Verified,debt_consolidation,39.73,0.0,Current,0,1,3,0,0,1,5625.0
10000, 36 months,13.35,338.63,C,3 years,MORTGAGE,100000.0,Source Verified,medical,22.84,1.0,Fully Paid,0,2,3,0,1,6,7500.0
6000, 36 months,11.49,197.83,B,5 years,MORTGAGE,125000.0,Not Verified,credit_card,29.27,0.0,Current,0,1,5,0,2,3,9375.0
28000, 60 months,9.99,594.78,B,10+ years,MORTGAGE,87860.0,Source Verified,credit_card,18.29,0.0,Fully Paid,1,1,10,0,1,3,6589.5
10000, 36 months,9.44,320.05,B,10+ years,MORTGAGE,93000.0,Source Verified,debt_consolidation,12.9,0.0,Current,0,1,10,0,1,1,6975.0
12000, 36 months,7.89,375.43,A,7 years,RENT,40899.0,Source Verified,credit_card,12.53,0.0,Fully Paid,0,0,7,2,1,3,0.0
7000, 36 months,16.14,246.59,C,10+ years,MORTGAGE,60000.0,Source Verified,debt_consolidation,18.1,0.0,Current,0,2,10,0,1,1,0.0
20000, 36 months,7.21,619.47,A,10+ years,MORTGAGE,96400.0,Verified,medical,26.76,4.0,Current,0,0,10,0,0,6,7230.0
3000, 36 months,16.02,105.51,C,< 1 year,RENT,53000.0,Verified,debt_consolidation,28.22,0.0,In Grace Period,0,2,0,2,0,1,0.0
13200, 36 months,12.29,440.26,C,9 years,RENT,42000.0,Verified,debt_consolidation,27.29,0.0,Fully Paid,0,2,9,2,0,1,0.0
12000, 60 months,15.61,289.34,C,2 years,RENT,34320.0,Verified,debt_consolidation,25.1,0.0,Fully Paid,1,2,2,2,0,1,0.0
6000, 36 months,13.99,205.04,C,10+ years,OWN,64000.0,Source Verified,home_improvement,12.32,0.0,Fully Paid,0,2,10,1,1,2,0.0
25000, 60 months,16.01,608.09,C,10+ years,MORTGAGE,65000.0,Verified,credit_card,37.68,0.0,Current,1,2,10,0,0,3,0.0
12000, 36 months,10.75,391.45,B,10+ years,RENT,95000.0,Verified,debt_consolidation,18.88,0.0,Fully Paid,0,1,10,2,0,1,7125.0
16000, 36 months,5.32,481.84,A,10+ years,MORTGAGE,240000.0,Source Verified,home_improvement,4.3,0.0,Fully Paid,0,0,10,0,1,2,18000.0
4000, 36 months,8.24,125.79,B,,RENT,60000.0,Source Verified,credit_card,18.43,0.0,Fully Paid,0,1,-1,2,1,3,0.0
16000, 36 months,13.33,541.65,C,10+ years,MORTGAGE,85000.0,Source Verified,credit_card,11.1,0.0,Fully Paid,0,2,10,0,1,3,6375.0
10500, 36 months,7.02,324.31,A,3 years,RENT,55000.0,Not Verified,credit_card,5.08,0.0,Current,0,0,3,2,2,3,0.0
18000, 36 months,9.99,580.73,B,7 years,MORTGAGE,110000.0,Verified,debt_consolidation,21.86,1.0,Fully Paid,0,1,7,0,0,1,8250.0
12000, 36 months,14.33,412.06,C,5 years,OWN,52000.0,Verified,debt_consolidation,32.9,0.0,Fully Paid,0,2,5,1,0,1,0.0
1500, 36 months,16.91,53.42,C,10+ years,RENT,84000.0,Not Verified,other,18.26,1.0,Current,0,2,10,2,2,0,6300.0
30000, 36 months,12.99,1010.68,C,10+ years,MORTGAGE,89000.0,Not Verified,debt_consolidation,18.53,0.0,Charged Off,0,2,10,0,2,1,6675.0
1925, 36 months,10.75,62.8,B,< 1 year,OWN,20000.0,Verified,other,32.41,1.0,Fully Paid,0,1,0,1,0,0,0.0
18000, 36 months,10.49,584.96,B,2 years,RENT,45000.0,Not Verified,credit_card,22.45,0.0,Current,0,1,2,2,2,3,0.0
14000, 60 months,14.85,331.96,C,10+ years,RENT,75000.0,Not Verified,debt_consolidation,36.85,0.0,Charged Off,1,2,10,2,2,1,5625.0
25000, 60 months,12.74,565.51,C,10+ years,MORTGAGE,74000.0,Not Verified,credit_card,15.81,0.0,Fully Paid,1,2,10,0,2,3,5550.0
3000, 36 months,11.47,98.89,B,< 1 year,RENT,38000.0,Source Verified,other,3.41,0.0,Current,0,1,0,2,1,0,0.0
13950, 60 months,14.99,331.8,C,10+ years,MORTGAGE,51000.0,Verified,debt_consolidation,21.29,0.0,Fully Paid,1,2,10,0,0,1,0.0
8000, 36 months,13.49,271.45,C,10+ years,MORTGAGE,36000.0,Not Verified,debt_consolidation,23.7,1.0,Current,0,2,10,0,2,1,0.0
21000, 60 months,20.75,565.18,E,6 years,MORTGAGE,125000.0,Source Verified,debt_consolidation,22.42,0.0,Current,1,4,6,0,1,1,9375.0
9000, 36 months,13.99,307.56,C,< 1 year,RENT,138500.0,Source Verified,debt_consolidation,10.43,0.0,Fully Paid,0,2,0,2,1,1,10387.5
2400, 36 months,12.05,79.78,C,8 years,MORTGAGE,42500.0,Source Verified,home_improvement,9.91,0.0,Fully Paid,0,2,8,0,1,2,0.0
9500, 36 months,14.85,328.63,C,4 years,RENT,28000.0,Source Verified,debt_consolidation,16.5,0.0,Fully Paid,0,2,4,2,1,1,0.0
7000, 36 months,11.99,232.47,C,8 years,RENT,52707.0,Source Verified,debt_consolidation,20.33,0.0,Charged Off,0,2,8,2,1,1,0.0
14875, 60 months,16.99,369.61,D,3 years,OWN,45000.0,Source Verified,debt_consolidation,26.77,0.0,Fully Paid,1,3,3,1,1,1,0.0
5000, 36 months,12.69,167.73,C,10+ years,MORTGAGE,78000.0,Source Verified,debt_consolidation,11.88,0.0,Fully Paid,0,2,10,0,1,1,5850.0
10400, 36 months,10.49,337.98,B,1 year,RENT,40000.0,Source Verified,debt_consolidation,19.05,0.0,Current,0,1,1,2,1,1,0.0
32350, 60 months,22.4,900.85,E,10+ years,MORTGAGE,72000.0,Verified,debt_consolidation,33.5,0.0,Charged Off,1,4,10,0,0,1,5400.0
15200, 36 months,17.99,549.45,D,2 years,RENT,62400.0,Verified,debt_consolidation,18.15,0.0,Fully Paid,0,3,2,2,0,1,0.0
11500, 36 months,11.55,379.5,B,3 years,RENT,55000.0,Source Verified,debt_consolidation,19.57,0.0,Current,0,1,3,2,1,1,0.0
35000, 36 months,6.67,1075.43,A,10+ years,MORTGAGE,105000.0,Source Verified,credit_card,23.71,0.0,Current,0,0,10,0,1,3,7875.0
13000, 60 months,19.99,344.35,E,10+ years,RENT,70000.0,Verified,other,17.66,0.0,Charged Off,1,4,10,2,0,0,5250.0
10000, 36 months,8.39,315.17,A,2 years,MORTGAGE,63500.0,Not Verified,debt_consolidation,28.37,0.0,Fully Paid,0,0,2,0,2,1,0.0
10500, 60 months,13.59,242.1,C,3 years,OWN,30000.0,Not Verified,debt_consolidation,25.04,0.0,Fully Paid,1,2,3,1,2,1,0.0
21200, 36 months,18.25,769.1,D,3 years,RENT,65000.0,Source Verified,debt_consolidation,8.57,1.0,Fully Paid,0,3,3,2,1,1,0.0
8500, 36 months,12.99,286.36,C,10+ years,RENT,30000.0,Source Verified,debt_consolidation,28.16,1.0,Fully Paid,0,2,10,2,1,1,0.0
14000, 36 months,15.59,489.37,C,8 years,MORTGAGE,119000.0,Source Verified,debt_consolidation,15.48,0.0,Fully Paid,0,2,8,0,1,1,8925.0
10000, 60 months,13.67,230.98,C,10+ years,RENT,102000.0,Not Verified,debt_consolidation,7.71,0.0,Current,1,2,10,2,2,1,7650.0
2800, 36 months,12.69,93.93,C,2 years,RENT,144934.4,Not Verified,debt_consolidation,19.07,0.0,Charged Off,0,2,2,2,2,1,10870.08
14000, 36 months,7.39,434.79,A,10+ years,MORTGAGE,45000.0,Not Verified,debt_consolidation,13.92,0.0,Fully Paid,0,0,10,0,2,1,0.0
20000, 60 months,15.31,479.06,C,7 years,RENT,65000.0,Verified,debt_consolidation,19.44,0.0,Fully Paid,1,2,7,2,0,1,0.0
25200, 60 months,24.49,732.14,E,10+ years,OWN,110000.0,Verified,debt_consolidation,17.73,2.0,Charged Off,1,4,10,1,0,1,8250.0
10000, 36 months,10.99,327.34,B,9 years,MORTGAGE,55000.0,Verified,debt_consolidation,17.85,0.0,Fully Paid,0,1,9,0,0,1,0.0
25500, 36 months,7.02,787.6,A,< 1 year,MORTGAGE,125000.0,Not Verified,major_purchase,6.12,0.0,Current,0,0,0,0,2,7,9375.0
10000, 36 months,9.44,320.05,B,10+ years,MORTGAGE,45000.0,Verified,house,2.0,4.0,Fully Paid,0,1,10,0,0,9,0.0
15275, 36 months,28.69,637.54,F,3 years,MORTGAGE,51475.0,Source Verified,credit_card,31.55,0.0,Charged Off,0,5,3,0,1,3,0.0
25000, 60 months,9.49,524.93,B,2 years,RENT,91000.0,Source Verified,debt_consolidation,16.1,0.0,Current,1,1,2,2,1,1,6825.0
17000, 60 months,17.09,423.32,D,4 years,RENT,33280.0,Source Verified,debt_consolidation,31.85,0.0,Late (16-30 days),1,3,4,2,1,1,0.0
20000, 36 months,7.96,626.36,A,10+ years,OWN,126000.0,Not Verified,credit_card,17.88,0.0,Current,0,0,10,1,2,3,9450.0
10000, 36 months,21.85,381.13,D,10+ years,MORTGAGE,85000.0,Not Verified,debt_consolidation,16.52,0.0,Current,0,3,10,0,2,1,6375.0
16450, 36 months,11.55,542.85,B,,MORTGAGE,36557.0,Verified,credit_card,13.33,0.0,Charged Off,0,1,-1,0,0,3,0.0
15000, 36 months,13.99,512.6,C,4 years,RENT,54000.0,Not Verified,credit_card,15.8,0.0,Fully Paid,0,2,4,2,2,3,0.0
5000, 36 months,13.99,170.87,C,5 years,MORTGAGE,90000.0,Verified,debt_consolidation,19.28,0.0,Fully Paid,0,2,5,0,0,1,6750.0
11275, 36 months,11.99,374.44,B,1 year,MORTGAGE,55000.0,Not Verified,home_improvement,22.76,2.0,Current,0,1,1,0,2,2,0.0
28475, 36 months,13.33,963.97,C,8 years,MORTGAGE,56995.0,Source Verified,debt_consolidation,14.11,1.0,Fully Paid,0,2,8,0,1,1,0.0
33925, 60 months,12.29,759.63,C,10+ years,MORTGAGE,350000.0,Verified,credit_card,12.85,0.0,Current,1,2,10,0,0,3,26250.0
24000, 60 months,22.35,667.64,D,3 years,RENT,50000.0,Source Verified,debt_consolidation,27.44,0.0,Current,1,3,3,2,1,1,0.0
35000, 60 months,20.99,946.68,E,6 years,MORTGAGE,160000.0,Source Verified,debt_consolidation,13.94,0.0,Charged Off,1,4,6,0,1,1,12000.0
6500, 36 months,6.19,198.31,A,10+ years,OWN,86000.0,Source Verified,house,22.09,0.0,Current,0,0,10,1,1,9,6450.0
10000, 36 months,11.99,332.1,B,< 1 year,RENT,75000.0,Not Verified,credit_card,16.94,1.0,Charged Off,0,1,0,2,2,3,5625.0
7000, 36 months,23.88,274.19,E,10+ years,OWN,21000.0,Verified,debt_consolidation,34.4,0.0,Current,0,4,10,1,0,1,0.0
18000, 36 months,9.92,580.14,B,10+ years,OWN,50000.0,Verified,debt_consolidation,35.53,0.0,Current,0,1,10,1,0,1,0.0
15000, 36 months,6.03,456.54,A,1 year,RENT,52000.0,Not Verified,other,15.78,0.0,Fully Paid,0,0,1,2,2,0,0.0
15600, 60 months,14.99,371.05,C,9 years,MORTGAGE,50000.0,Not Verified,car,21.87,0.0,Fully Paid,1,2,9,0,2,4,0.0
5500, 36 months,9.99,177.45,B,10+ years,OWN,27000.0,Verified,debt_consolidation,29.82,0.0,Fully Paid,0,1,10,1,0,1,0.0
20000, 60 months,12.69,451.9,C,6 years,RENT,85000.0,Verified,debt_consolidation,18.06,1.0,Charged Off,1,2,6,2,0,1,6375.0
25000, 60 months,11.8,553.59,B,3 years,MORTGAGE,85000.0,Source Verified,debt_consolidation,11.42,0.0,Current,1,1,3,0,1,1,6375.0
17600, 60 months,15.05,419.17,C,< 1 year,MORTGAGE,65000.0,Source Verified,credit_card,16.24,0.0,Fully Paid,1,2,0,0,1,3,0.0
11675, 36 months,17.57,419.57,D,7 years,RENT,72000.0,Source Verified,debt_consolidation,5.78,2.0,Fully Paid,0,3,7,2,1,1,5400.0
7600, 36 months,16.29,268.29,D,3 years,RENT,33600.0,Source Verified,debt_consolidation,7.61,0.0,Fully Paid,0,3,3,2,1,1,0.0
10000, 60 months,11.49,219.88,B,< 1 year,MORTGAGE,33000.0,Source Verified,debt_consolidation,24.93,0.0,Current,1,1,0,0,1,1,0.0
16000, 36 months,22.9,618.53,E,2 years,OWN,67000.0,Source Verified,credit_card,27.91,0.0,Current,0,4,2,1,1,3,5025.0
22000, 36 months,20.39,821.98,D,10+ years,MORTGAGE,120000.0,Source Verified,home_improvement,20.76,0.0,Current,0,3,10,0,1,2,9000.0
2400, 36 months,13.56,81.52,C,< 1 year,RENT,58000.0,Not Verified,other,24.04,0.0,Current,0,2,0,2,2,0,0.0
8875, 36 months,20.2,330.74,D,3 years,RENT,38480.0,Not Verified,other,22.02,0.0,Fully Paid,0,3,3,2,2,0,0.0
26000, 36 months,19.99,966.13,D,8 years,RENT,100000.0,Verified,major_purchase,23.9,0.0,Fully Paid,0,3,8,2,0,7,7500.0
20000, 36 months,17.93,722.35,E,10+ years,MORTGAGE,305000.0,Verified,home_improvement,3.91,2.0,Fully Paid,0,4,10,0,0,2,22875.0
15000, 60 months,12.73,339.23,B,6 years,MORTGAGE,35000.0,Verified,debt_consolidation,18.48,0.0,Current,1,1,6,0,0,1,0.0
7000, 36 months,8.24,220.14,B,10+ years,MORTGAGE,41237.0,Source Verified,credit_card,27.91,1.0,Fully Paid,0,1,10,0,1,3,0.0
11400, 36 months,12.99,384.06,C,4 years,RENT,30000.0,Not Verified,credit_card,21.76,0.0,Fully Paid,0,2,4,2,2,3,0.0
15000, 36 months,11.99,498.15,C,9 years,RENT,75000.0,Not Verified,credit_card,7.47,0.0,Current,0,2,9,2,2,3,5625.0
34000, 60 months,11.99,756.14,C,2 years,MORTGAGE,125000.0,Source Verified,debt_consolidation,18.9,0.0,Charged Off,1,2,2,0,1,1,9375.0
5000, 36 months,14.65,172.48,C,5 years,RENT,85000.0,Source Verified,other,2.7,0.0,Fully Paid,0,2,5,2,1,0,6375.0
22000, 60 months,21.0,595.18,E,1 year,MORTGAGE,72000.0,Source Verified,debt_consolidation,17.1,0.0,Fully Paid,1,4,1,0,1,1,5400.0
5000, 36 months,13.49,169.66,C,10+ years,RENT,39000.0,Verified,debt_consolidation,25.32,1.0,Current,0,2,10,2,0,1,0.0
20000, 60 months,28.69,631.07,F,,MORTGAGE,70000.0,Verified,credit_card,13.02,0.0,Fully Paid,1,5,-1,0,0,3,5250.0
12000, 36 months,9.43,384.01,B,2 years,RENT,50968.0,Source Verified,debt_consolidation,21.1,0.0,Current,0,1,2,2,1,1,0.0
6000, 36 months,16.02,211.01,C,,MORTGAGE,24000.0,Source Verified,debt_consolidation,10.25,0.0,Fully Paid,0,2,-1,0,1,1,0.0
22400, 36 months,16.02,787.74,C,< 1 year,RENT,61000.0,Verified,credit_card,15.69,0.0,Charged Off,0,2,0,2,0,3,0.0
12000, 36 months,7.35,372.45,A,8 years,RENT,60000.0,Source Verified,credit_card,12.54,0.0,Current,0,0,8,2,1,3,0.0
8000, 36 months,7.84,250.11,A,,MORTGAGE,37900.0,Not Verified,debt_consolidation,14.31,0.0,Current,0,0,-1,0,2,1,0.0
3600, 36 months,14.49,123.9,C,< 1 year,OWN,36000.0,Source Verified,debt_consolidation,32.43,4.0,Fully Paid,0,2,0,1,1,1,0.0
10000, 36 months,11.55,330.0,B,< 1 year,RENT,125000.0,Not Verified,other,3.43,0.0,Current,0,1,0,2,2,0,9375.0
16000, 36 months,15.61,559.44,C,5 years,MORTGAGE,120000.0,Source Verified,home_improvement,12.05,1.0,Fully Paid,0,2,5,0,1,2,9000.0
9000, 36 months,11.99,298.89,B,8 years,RENT,105000.0,Not Verified,debt_consolidation,35.75,0.0,In Grace Period,0,1,8,2,2,1,7875.0
8000, 36 months,11.49,263.78,B,2 years,MORTGAGE,127200.0,Source Verified,debt_consolidation,11.8,0.0,Fully Paid,0,1,2,0,1,1,9540.0
6600, 36 months,19.53,243.71,D,9 years,RENT,44000.0,Not Verified,debt_consolidation,23.57,1.0,Charged Off,0,3,9,2,2,1,0.0
10800, 36 months,9.71,347.02,B,8 years,MORTGAGE,40000.0,Not Verified,credit_card,12.45,0.0,Fully Paid,0,1,8,0,2,3,0.0
10000, 36 months,8.99,317.96,B,< 1 year,RENT,67000.0,Source Verified,credit_card,4.25,0.0,Fully Paid,0,1,0,2,1,3,5025.0
28000, 36 months,9.17,892.61,B,8 years,RENT,60000.0,Not Verified,credit_card,19.18,0.0,Fully Paid,0,1,8,2,2,3,0.0
20000, 36 months,5.32,602.3,A,10+ years,MORTGAGE,100000.0,Not Verified,credit_card,10.92,0.0,Current,0,0,10,0,2,3,7500.0
6300, 36 months,25.34,251.63,E,4 years,OWN,16800.0,Verified,other,3.93,0.0,Late (31-120 days),0,4,4,1,0,0,0.0
6125, 36 months,21.67,232.88,E,6 years,RENT,60000.0,Source Verified,debt_consolidation,4.54,0.0,Fully Paid,0,4,6,2,1,1,0.0
9375, 36 months,16.02,329.69,C,,MORTGAGE,150000.0,Not Verified,debt_consolidation,2.58,0.0,Current,0,2,-1,0,2,1,11250.0
11000, 60 months,9.43,230.65,B,5 years,RENT,24000.0,Not Verified,debt_consolidation,26.65,0.0,Current,1,1,5,2,2,1,0.0
16000, 60 months,9.99,339.88,B,5 years,MORTGAGE,96000.0,Source Verified,credit_card,10.4,0.0,Fully Paid,1,1,5,0,1,3,7200.0
6400, 36 months,21.45,242.61,D,< 1 year,RENT,32500.0,Source Verified,other,15.14,0.0,Current,0,3,0,2,1,0,0.0
24775, 60 months,14.85,587.45,C,10+ years,MORTGAGE,59000.0,Not Verified,debt_consolidation,26.67,0.0,Current,1,2,10,0,2,1,0.0
10000, 60 months,9.43,209.68,B,10+ years,MORTGAGE,50000.0,Source Verified,debt_consolidation,9.89,0.0,Current,1,1,10,0,1,1,0.0
11850, 36 months,12.12,394.27,B,2 years,OWN,30000.0,Not Verified,debt_consolidation,18.96,0.0,Charged Off,0,1,2,1,2,1,0.0
6000, 36 months,10.99,196.41,B,9 years,OWN,34000.0,Verified,debt_consolidation,28.2,0.0,Fully Paid,0,1,9,1,0,1,0.0
5400, 36 months,15.99,189.83,D,3 years,RENT,18000.0,Verified,car,1.33,1.0,Fully Paid,0,3,3,2,0,4,0.0
5600, 36 months,20.99,210.96,E,,RENT,14000.0,Verified,debt_consolidation,33.79,0.0,Fully Paid,0,4,-1,2,0,1,0.0
6175, 36 months,17.99,223.22,D,5 years,RENT,36600.0,Source Verified,debt_consolidation,21.51,0.0,Charged Off,0,3,5,2,1,1,0.0
2925, 36 months,17.57,105.12,D,10+ years,RENT,78000.0,Not Verified,other,9.48,1.0,Fully Paid,0,3,10,2,2,0,5850.0
19850, 60 months,19.99,525.8,E,10+ years,RENT,65000.0,Verified,debt_consolidation,8.25,0.0,Fully Paid,1,4,10,2,0,1,0.0
20000, 60 months,11.8,442.88,B,10+ years,MORTGAGE,115000.0,Not Verified,debt_consolidation,18.86,0.0,Fully Paid,1,1,10,0,2,1,8625.0
8000, 36 months,14.49,275.33,C,2 years,RENT,110000.0,Not Verified,debt_consolidation,3.27,0.0,Fully Paid,0,2,2,2,2,1,8250.0
30000, 36 months,7.35,931.13,A,10+ years,MORTGAGE,350000.0,Verified,debt_consolidation,5.62,2.0,Current,0,0,10,0,0,1,26250.0
10000, 36 months,8.19,314.25,A,10+ years,MORTGAGE,95880.0,Source Verified,debt_consolidation,10.26,0.0,Charged Off,0,0,10,0,1,1,7191.0
8000, 36 months,7.9,250.33,A,10+ years,MORTGAGE,47000.0,Source Verified,credit_card,17.7,0.0,Fully Paid,0,0,10,0,1,3,0.0
5000, 36 months,15.04,173.43,C,2 years,RENT,41600.0,Not Verified,credit_card,14.69,0.0,Current,0,2,2,2,2,3,0.0
8500, 36 months,8.18,267.07,B,,RENT,25000.0,Source Verified,debt_consolidation,1.2,0.0,Fully Paid,0,1,-1,2,1,1,0.0
10000, 60 months,14.49,235.24,C,< 1 year,MORTGAGE,66000.0,Source Verified,other,13.18,0.0,Fully Paid,1,2,0,0,1,0,4950.0
7000, 36 months,7.49,217.72,A,9 years,RENT,60000.0,Verified,credit_card,22.66,0.0,Fully Paid,0,0,9,2,0,3,0.0
4500, 36 months,10.49,146.24,B,3 years,OWN,47000.0,Source Verified,debt_consolidation,31.0,0.0,Current,0,1,3,1,1,1,0.0
6000, 36 months,15.31,208.91,C,10+ years,MORTGAGE,58004.0,Verified,other,18.97,0.0,Fully Paid,0,2,10,0,0,0,0.0
20000, 60 months,18.06,508.53,D,5 years,MORTGAGE,78000.0,Source Verified,other,27.72,2.0,Fully Paid,1,3,5,0,1,0,5850.0
7000, 36 months,10.47,227.42,B,2 years,RENT,33000.0,Not Verified,debt_consolidation,14.76,0.0,Current,0,1,2,2,2,1,0.0
22000, 36 months,10.99,720.15,B,10+ years,RENT,67000.0,Verified,credit_card,6.57,3.0,Fully Paid,0,1,10,2,0,3,5025.0
2200, 36 months,13.49,74.65,C,5 years,MORTGAGE,95000.0,Source Verified,vacation,13.31,0.0,Fully Paid,0,2,5,0,1,8,7125.0
29175, 36 months,30.89,1252.79,G,3 years,OWN,150000.0,Verified,other,2.57,0.0,Charged Off,0,6,3,1,0,0,11250.0
15000, 36 months,13.56,509.47,C,10+ years,RENT,85000.0,Source Verified,debt_consolidation,9.63,2.0,Current,0,2,10,2,1,1,6375.0
5000, 36 months,20.2,186.33,D,7 years,RENT,65000.0,Not Verified,debt_consolidation,4.28,0.0,Fully Paid,0,3,7,2,2,1,0.0
15000, 36 months,15.31,522.26,C,2 years,OWN,130000.0,Not Verified,debt_consolidation,11.11,0.0,Fully Paid,0,2,2,1,2,1,9750.0
10000, 36 months,10.47,324.89,B,10+ years,MORTGAGE,110000.0,Source Verified,home_improvement,14.27,2.0,Current,0,1,10,0,1,2,8250.0
35000, 60 months,20.2,931.19,D,< 1 year,MORTGAGE,125000.0,Source Verified,debt_consolidation,16.65,1.0,Fully Paid,1,3,0,0,1,1,9375.0
10000, 36 months,14.99,346.61,C,< 1 year,RENT,28000.0,Not Verified,debt_consolidation,15.95,0.0,Fully Paid,0,2,0,2,2,1,0.0
2100, 36 months,13.99,71.77,C,3 years,MORTGAGE,40000.0,Source Verified,small_business,17.19,0.0,Fully Paid,0,2,3,0,1,5,0.0
10000, 60 months,17.57,251.61,D,3 years,RENT,39000.0,Source Verified,debt_consolidation,20.55,0.0,Charged Off,1,3,3,2,1,1,0.0
9600, 36 months,11.49,316.53,B,8 years,RENT,54000.0,Verified,debt_consolidation,15.91,0.0,Current,0,1,8,2,0,1,0.0
20000, 36 months,14.33,686.77,C,3 years,RENT,65000.0,Source Verified,credit_card,14.37,0.0,Fully Paid,0,2,3,2,1,3,0.0
7500, 36 months,15.59,262.17,C,1 year,RENT,100000.0,Source Verified,credit_card,10.09,0.0,Current,0,2,1,2,1,3,7500.0
12500, 60 months,7.84,252.5,A,1 year,MORTGAGE,46000.0,Not Verified,credit_card,17.14,0.0,Current,1,0,1,0,2,3,0.0
4500, 36 months,7.35,139.67,A,10+ years,RENT,50000.0,Source Verified,debt_consolidation,10.39,0.0,Fully Paid,0,0,10,2,1,1,0.0
2300, 36 months,11.49,75.84,B,5 years,RENT,70000.0,Not Verified,other,9.98,0.0,Fully Paid,0,1,5,2,2,0,5250.0
20000, 36 months,7.46,621.76,A,< 1 year,MORTGAGE,52000.0,Not Verified,credit_card,36.79,0.0,Current,0,0,0,0,2,3,0.0
26000, 60 months,13.99,604.84,C,4 years,RENT,77647.0,Verified,debt_consolidation,25.68,0.0,Late (31-120 days),1,2,4,2,0,1,5823.525
7500, 36 months,10.42,243.49,B,7 years,RENT,50000.0,Source Verified,other,12.65,0.0,Fully Paid,0,1,7,2,1,0,0.0
15000, 36 months,12.29,500.3,C,6 years,RENT,69000.0,Source Verified,credit_card,10.77,0.0,Fully Paid,0,2,6,2,1,3,5175.0
18000, 36 months,13.49,610.75,C,7 years,OWN,46000.0,Not Verified,debt_consolidation,22.25,0.0,Late (31-120 days),0,2,7,1,2,1,0.0
20225, 36 months,12.59,677.48,C,4 years,MORTGAGE,46000.0,Source Verified,debt_consolidation,16.38,0.0,Fully Paid,0,2,4,0,1,1,0.0
24000, 36 months,7.21,743.36,A,2 years,MORTGAGE,100000.0,Source Verified,debt_consolidation,5.81,0.0,Current,0,0,2,0,1,1,7500.0
18000, 60 months,10.99,391.28,B,3 years,MORTGAGE,46000.0,Source Verified,credit_card,17.87,3.0,Fully Paid,1,1,3,0,1,3,0.0
35000, 60 months,12.69,790.82,C,10+ years,MORTGAGE,190000.0,Source Verified,debt_consolidation,14.29,0.0,Current,1,2,10,0,1,1,14250.0
6500, 36 months,9.8,209.13,B,10+ years,MORTGAGE,75000.0,Not Verified,credit_card,27.34,0.0,Fully Paid,0,1,10,0,2,3,5625.0
10000, 36 months,18.45,363.79,D,< 1 year,RENT,20000.0,Source Verified,major_purchase,7.27,0.0,Current,0,3,0,2,1,7,0.0
